store_id,external_store_id,name,active,created_at,updated_at,delivery_fee,platform_fee,consumer_fee,pre_sale
"9c99759e-2b61-49f5-a026-030aeefd9015","08VNK2KWZ818S","Blue Moon Specialty Foods",true,"2025-01-16T16:40:30.067Z","2025-01-30T15:23:43.616Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":50;"type":"amount";"enabled_fee":true;"delivery_app_fee_in_cents":150},{"pickup":{"fee":50;"type":"amount";"enabled_fee":true;"enabled_waiver":false};"delivery":{"fee":150;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
"0f82d2b6-956f-49ec-b6c4-7ee58af2da97","ML5HTS3TFFNQT","Juice & Java",true,"2025-01-25T19:47:06.939Z","2025-01-31T16:47:13.838Z",{"title":"Delivery Fee";"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},{"pickup":{"fee":25;"type":"amount";"enabled_fee":false;"enabled_waiver":false};"delivery":{"fee":125;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
"977b6b87-d3e4-4264-a73c-b09f4fce7312","MLCDN55BW8K34","Per Diem",true,"2025-01-28T17:38:56.188Z","2025-01-28T17:38:56.188Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},null,{"active":false} 
"475b828b-1065-4753-b32a-5ac123460423","P9YZESGEFXR1R","SIPS COFFEE & GIFTS",true,"2025-01-16T18:25:49.787Z","2025-01-23T14:49:47.754Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":50;"type":"amount";"enabled_fee":true;"delivery_app_fee_in_cents":150},{"pickup":{"fee":50;"type":"amount";"enabled_fee":true;"enabled_waiver":false};"delivery":{"fee":150;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
"9e5d8893-0a98-4292-8916-d3c001ded242","MLQN2VH2BA969","Seven Branches Bakery",true,"2025-01-17T00:20:29.443Z","2025-01-17T00:20:29.443Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},null,{"active":false} 
"a99fc0ab-4973-4245-9cc4-d037c157a7ad","4RV2A6T1QDP7P","Patio Drive In",true,"2025-01-31T00:35:37.168Z","2025-01-31T00:35:37.168Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},null,{"active":false} 
"a71e1a87-5df2-46fc-9303-7b6dc550a6fa","8C2J5RRSBBSEN","Black Wax Cafe",true,"2025-01-17T15:51:32.824Z","2025-01-17T16:01:23.391Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},null,{"active":false} 
"279ca952-7e2c-4b69-b628-be8550996532","MLR36WCBHN884","Sprinkle & Spoon",true,"2025-01-20T17:11:35.210Z","2025-01-20T17:11:35.210Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},null,{"active":false} 
"509dabfa-8321-4d34-917b-4bf076ca18b1","MLFZVZSQ4192S","BLACK SHEEP CAFE",true,"2025-01-03T13:28:35.820Z","2025-01-03T13:28:35.820Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},null,{"active":false} 
"970a6acc-85c7-4196-89b3-5553fa1b7b95","49V24WW87RP9P","Double Batch Bakery",true,"2025-01-31T09:23:28.721Z","2025-01-31T09:23:28.721Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},null,{"active":false} 
"240a9101-9e81-4a33-8c41-48843116731c","MLR8H007DHXJD","Falafel Inc",true,"2025-01-23T03:58:06.474Z","2025-01-27T16:39:56.630Z",{"title":"Delivery fee";"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true;"delivery_app_fee_in_cents":125},{"pickup":{"fee":25;"type":"amount";"enabled_fee":true;"enabled_waiver":false};"delivery":{"fee":125;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
"aa821d3d-4824-448c-a953-7fbb066a91e1","A071T2J16WA63","JAM Events",true,"2025-01-16T20:29:37.447Z","2025-01-17T19:32:03.922Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},null,{"active":false} 
"2afef948-1b85-4042-966f-8bcccdd08045","ACH7NEQDCAGRC","Whisk & Arrow",true,"2025-01-15T16:44:36.020Z","2025-01-31T15:48:44.324Z",{"title":"Delivery fee";"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true;"delivery_app_fee_in_cents":125},{"pickup":{"fee":25;"type":"amount";"waiver":100;"enabled_fee":true;"enabled_waiver":true};"delivery":{"fee":125;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
"b69ae7ca-e16a-43fd-bc1a-8c4585da630f","MLENPGKGQTR7C","Pekara Bakery & Bistro",true,"2025-01-24T14:22:49.367Z","2025-01-29T14:18:17.348Z",{"title":"Delivery Fee";"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},{"pickup":{"fee":50;"type":"amount";"waiver":2000;"enabled_fee":true;"enabled_waiver":true};"delivery":{"fee":150;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
"43a5fcd4-829e-4eac-a69e-c7e2dc693d78","1NDEPKRYXC93G","Yolo Cafe",true,"2025-01-24T20:14:17.004Z","2025-02-01T19:08:36.813Z",{"title":"Delivery Fee";"enabled_fee":false;"enabled_waiver":false;"minimum_delivery_amount_in_cents":2500},{"fee":25;"type":"amount";"enabled_fee":true},{"pickup":{"fee":45;"type":"amount";"enabled_fee":true;"enabled_waiver":false};"delivery":{"fee":185;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
"deecc38c-5f61-4d88-8cba-44dd26ca4e79","MLE49PRWE0QEH","Country Donuts",true,"2025-01-20T14:53:09.972Z","2025-01-29T21:49:09.154Z",{"title":"Delivery fee";"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true;"delivery_app_fee_in_cents":125},{"pickup":{"fee":25;"type":"amount";"enabled_fee":true;"enabled_waiver":false};"delivery":{"fee":125;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
"eb4f1f2a-6e8e-4ee3-a5cc-ccf8777e6e9a","ML35QWMACXW26","Casa De Otay",true,"2025-01-24T04:43:46.031Z","2025-01-31T19:06:57.185Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true;"delivery_app_fee_in_cents":125},{"pickup":{"fee":25;"type":"amount";"enabled_fee":true;"enabled_waiver":false};"delivery":{"fee":125;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
"81b39edc-2139-458b-b8b2-d1d5eda94fc0","MLYE4Y9ZA2G0D","C’est Bon Creole Cuisine",true,"2025-01-03T21:39:42.135Z","2025-01-28T19:00:02.915Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true;"delivery_app_fee_in_cents":125},{"pickup":{"fee":25;"type":"amount";"waiver":1500;"enabled_fee":true;"enabled_waiver":true};"delivery":{"fee":150;"type":"amount";"waiver":6500;"enabled_fee":true;"enabled_waiver":true}},{"active":false} 
"68ced379-b506-406a-8b4c-00919e5ba1a1","9SHZZCSE36GEQ","Sips!",true,"2025-01-20T00:41:08.777Z","2025-01-30T14:09:10.195Z",{"fee":150;"title":"Doordash Delivery Fee";"enabled_fee":false;"enabled_waiver":false;"minimum_delivery_amount_in_cents":2000},{"fee":25;"type":"amount";"enabled_fee":true;"delivery_app_fee_in_cents":125},{"pickup":{"fee":25;"type":"amount";"enabled_fee":true;"enabled_waiver":false};"delivery":{"fee":125;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
"6468bca9-c9d3-4c01-9f89-9a3c6a8426ab","A142F8CDDT834","Macchiato Espresso Bar",true,"2025-01-28T20:11:14.703Z","2025-01-30T23:39:41.549Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},null,{"active":false} 
"3e918b65-299a-442d-a77f-46f946046da0","ML8WXV896SQGW","Mellie Bellies",true,"2025-01-25T02:11:46.345Z","2025-01-31T20:08:39.232Z",{"title":"Delivery fee";"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},{"pickup":{"fee":25;"type":"amount";"enabled_fee":true;"enabled_waiver":false};"delivery":{"fee":125;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
"cfacefd2-afb7-4442-8e33-017bc7b2e52b","YFHVEVMP0TEYH","Mumba Sauce LLC",true,"2025-01-29T12:37:07.357Z","2025-01-29T12:37:07.357Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},null,{"active":false} 
"0d75bc4f-9be7-4932-954a-c0ce6d975630","MLQXVE3DR6562","Lolas' At The Inn",true,"2025-01-20T20:45:51.913Z","2025-01-31T16:51:30.006Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true},{"pickup":{"fee":25;"type":"amount";"enabled_fee":true;"enabled_waiver":false};"delivery":{"fee":125;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
"1cb83d8d-c875-413d-9f46-5e76c115cc9d","7W1KJV2VQ7E95","The Rush Espresso",true,"2025-01-29T15:39:01.032Z","2025-01-31T20:54:10.348Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":25;"type":"amount";"enabled_fee":true;"delivery_app_fee_in_cents":125},{"pickup":{"fee":25;"type":"amount";"enabled_fee":true;"enabled_waiver":false};"delivery":{"fee":125;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
"d7633e8b-ea40-4818-a036-bb94f447adf8","MLKV9T9GJ42EX","San Juan Island Roasters",true,"2025-01-05T17:03:40.207Z","2025-01-08T18:31:10.214Z",{"fee":0;"title":null;"waiver":0;"enabled_fee":false;"enabled_waiver":false},{"fee":50;"type":"amount";"enabled_fee":true;"delivery_app_fee_in_cents":150},{"pickup":{"fee":50;"type":"amount";"enabled_fee":true;"enabled_waiver":false};"delivery":{"fee":150;"type":"amount";"enabled_fee":true;"enabled_waiver":false}},{"active":false} 
